ID,Name,Position,Company,Industry,Location,Company Size,Category,Price Range,Timeline,Review Summary,Rating,Review Date,Data Source
1377,Serafim Cholakov,Information Systems Director,Independent Pharmaceutical Company,Healthcare,Bulgaria,51-200 Employees,Other IT Consulting and SI,Confidential,Jan. - Oct. 2016,"ScaleFocus provided consulting assistance concerning workflow and system enhancements. Before implementing tasks, they conducted a business analysis.",5,,Clutch
1378,Alexander Halachev,Cybersecurity Operations Center Manager,Caretower LTD,IT Services,United Kingdom,51-200 Employees,Custom Software Development,"$50,000 to $199,999",Oct. 2018 - Ongoing,ScaleFocus designed and built a multi-tenant data warehousing and business intelligence platform. The team created tools that let users monitor their KPIs and produce ad-hoc analyses of large data sets.,5,,Clutch
1379,Evtim Arsov,IT Manager,In Time Ltd.,Transportation,Bulgaria,201-500 Employees,Custom Software Development,"$200,000 to $999,999",Jan. 2012 - Jan. 2017,"ScaleFocus developed a custom, mobile-friendly ERP and a client-facing web portal. Both products automate a variety of business processes, including invoice management, reporting, and delivery tracking.",5,,Clutch
1380,Michael Schlemper,Director of Project Management Office,Belmond Ltd,Hospitality & leisure,United Kingdom,"5,001-10,000 Employees",IT Managed Services,Confidential,Oct. 2017 - Ongoing,ScaleFocus implemented a data warehouse to support the delivery of customer analytics reports. Services included performing a technical and business analysis prior to solution integration.,5,,Clutch
1381,Martin Burnside,QA and Release Manager,thebigword,Business services,United Kingdom,"501-1,000 Employees",Custom Software Development,Confidential,Mar. 2016 - Dec. 2017,ScaleFocus did frontend and backend development of a custom CMS. They also developed apps for iOS and Android. The solution includes portals for clients and service providers.,5,,Clutch
1382,David Cox,CEO,Motivforce,Advertising & marketing,United Kingdom,11-50 Employees,Web Development,Confidential,June 2018 - Ongoing,"ScaleForce provides web development, working on a complex platform migration from Rackspace to AWS. The team uses a range of technologies and languages to assist with modifications and customize the platform.",5,,Clutch
1383,Urs Vögeli,Head of Software,Winterthur Instruments,Manufacturing,Switzerland,11-50 Employees,Custom Software Development,Confidential,Nov. 2017 - Ongoing,"ScaleFocus provided technical guidance and research to support a graphical UI and Linux patch. They assisted with multiple technologies, including C++ and Linux Embedded.",5,,Clutch
1384,Philipp Leuenberger,Digital Marketing Manager,UPC Schweiz GmbH,Telecommunications,Switzerland,"1,001-5,000 Employees",Web Development,"$200,000 to $999,999",June 2017 - Ongoing,"After unsuccessful attempts with other vendors, ScaleFocus revamped the frontend of an entire B2B system, implementing UI/UX best practices and handling ongoing QA support, end-to-end testing, and more.",5,,Clutch
1385,Felix Kuna,Co-Founder,Myosotis,Healthcare,Germany,11-50 Employees,Custom Software Development,"$50,000 to $199,999",Apr. 2017 - Jan. 2018,ScaleFocus designed and developed an Android mobile app with a .NET backend based on an initial business analysis they performed. The pre-work identified a valuable hypothesis and requirement set.,4.5,,Clutch
1386,Rudolf Kiseljak,CEO,AVIQ Systems AG,Media,Switzerland,1-10 Employees,IT Managed Services,Confidential,Jan. 2012 - Ongoing,"ScaleFocus helped develop a streaming set top box, a hybrid solution that blended cable and over the top TV service, and a digital rights content management platform.",5,,Clutch
1387,Yordan Dimitrov,Co-founder,JOB CARE,Other Industry,Bulgaria,1-10 Employees,Custom Software Development,"$50,000 to $199,999",Mar. 2018 - Jan. 2019,"ScaleFocus developed an online employment platform. They built multiple modules, integrated a job-vacancy database, and introduced flexible search features.",5,,Clutch
1388,Georgi Hristov,Head of Software Development,Fourth Ltd.,Hospitality & leisure,United Kingdom,"501-1,000 Employees",Custom Software Development,Confidential,June 2016 - June 2017,"ScaleFocus’ frontend resources worked in Ember.js to improve a web UX. They introduced a microservices-based architecture, dividing existing logic into individual APIs modeled on the ASP.NET Web API framework.",5,,Clutch
1389,Yordan Mihaylov,Team Lead,Bosch Software Innovations,Software,Bulgaria,"501-1,000 Employees",Custom Software Development,Confidential,Oct. 2017 - Ongoing,"Scalefocus (formerly Upnetix JSC) provided development services for an enterprise project, working on fixing issues within the platform and creating a new application within it.",5,,Clutch
1390,Rene Beekman,CEO,Factory LTD,Telecommunications,Netherlands,11-50 Employees,Mobile App Development,Confidential,Jan. 2017 - Ongoing,Scalefocus (formerly Upnetix JSC) works with the in-house designer to develop multiple apps for iOS and Android. They’re given wireframes and then implement on the designs.,5,,Clutch
1391,Alexander Dimitrov,Co-Founder,Software Company,Software,Bulgaria,1-10 Employees,Web Design,"Less than $10,000",Sep. 2017 - Oct. 2018,Scalefocus (formerly Upnetix JSC) designed and built a website to be used in promotions and marketing campaigns. They also assisted with requirements gathering.,4.5,,Clutch
1392,Tanja Baltus,COO,TechTour,Advertising & marketing,Belgium,1-10 Employees,Custom Software Development,"$50,000 to $199,999",June 2017 - Ongoing,"Using JavaScript, Scalefocus (formerly Upnetix JSC) helped develop a custom networking platform for entrepreneurs and investors. The complex platform manages events, meetings, and reviews while integrating with a CMS.",4.5,,Clutch
1393,Yannis Anastasakis,Owner,Upgrade 2,Advertising & marketing,France,1-10 Employees,Mobile App Development,Confidential,Sep. - Dec. 2016,Scalefocus (formerly Upnetix JSC) developed a mobile application from an existing prototype for a startup in the hotel industry. They also worked on the apps' mobile responsiveness and existing backend issues.,5,,Clutch
1394,Khaled AbuShqear,Senior PHP Developer,Nabed,Telecommunications,Jordan,11-50 Employees,Mobile App Development,Confidential,Dec. 2016 - Dec. 2017,Scalefocus (formerly Upnetix JSC) has just completed developing a mobile app that features medical content for healthcare patients and practitioners. They built the app for iOS and Android devices.,5,,Clutch
1395,Lukasz Balkowiec,Senior Director of Regional Consulting,SAS Institute GmbH,Software,Germany,"10,001+ Employees","BI & Big Data Consulting & SI, DevOps Managed Services, IT Staff Augmentation",Confidential,Jan. 2019 - Ongoing,"Algomine provides staff augmentation for a software and services company. The team has covered analytics, SAS Viya migrations, model development, and expert consulting.",5,,Clutch
1396,Dagmara Mielcarek,Project Manager,Warta,Financial services,Poland,"1,001-5,000 Employees","AI Development, BI & Big Data Consulting & SI, IT Staff Augmentation",Confidential,Feb. - Nov. 2018,"Algomine helped an insurance company develop and implement a data science analytical environment. The scope included architecture design, BI and data governance practices integration, monitoring, and training.",5,,Clutch
1397,Jaroslaw Fuks,Analytical CRM Manger,Eurocash,Retail,Poland,"10,001+ Employees","AI Development, BI & Big Data Consulting & SI, CRM Consulting and SI",Confidential,Nov. 2019 - May 2020,A wholesale distribution company hired Algomine to build AI-powered price elasticity models. The solution generated pricing propositions for specified goods based on specific strategies.,5,,Clutch
1398,Maria Voskanova,CEO,Perceptionbox,Software,Poland,11-50 Employees,Mobile App Development,"$50,000 to $199,999",Jan. - June 2019,CIGen's was hired by a software engineering firm for their Xamarin mobile app development services. The team also delivered location and transportation modules and video call functionalities.,5,,Clutch
1399,Michael Nilsson Pauli,CEO & Co-Funder,Kodexe,Software,Sweden,1-10 Employees,Custom Software Development,"$50,000 to $199,999",Jan. 2022 - Ongoing,CIGen is helping a digital business development firm build three new solutions based on their platform. They work closely with the client's team to document the whole process and develop the business platforms.,5,,Clutch
1400,Karl Otto Aam,CTO,Skytech Control AS,Software,Norway,11-50 Employees,"API Development, Custom Software Development, DevOps Managed Services","$200,000 to $999,999",Jan. 2023 - Ongoing,CIGen provides technical resources for a SaaS company. The team’s tasks include handling the frontend of web apps and developing platform APIs. They also provide support for the client’s Azure DevOps needs.,4,,Clutch
1401,Alexander Schultz,CEO,Third Act,Software,Sweden,1-10 Employees,Mobile App Development,"$10,000 to $49,999",Jan. 2020 - Aug. 2021,CIGen supported an app development agency's mobile app development project using Xamarin and Azure. They built the app which was made available for both Android and iOS devices.,5,,Clutch
1402,Callum Rowley,Head of Operations,Transfer Connex,Financial services,United Kingdom,11-50 Employees,Custom Software Development,"$10,000 to $49,999",June 2019 - Ongoing,"Satva Softech developed a custom CRM, creating an API to connect external payments platforms and a Chrome extension.",5,,Clutch
1403,Rory Breen,Managing Director,CyberSecuritiesUK,IT Services,United Kingdom,1-10 Employees,"API Development, Custom Software Development","$50,000 to $199,999",Jan. 2023 - Apr. 2025,"SATVA Softech developed a cybersecurity platform for a cybersecurity company. The team integrated APIs, created user logins, built dashboards and reports, and implemented role-based access control.",5,,Clutch
1404,Josh Brown,Operations Director,Cordoba Rewards,Financial services,United Kingdom,1-10 Employees,"Custom Software Development, Mobile App Development, UX/UI Design","$50,000 to $199,999",Jan. 2020 - Aug. 2025,SATVA Softech developed a scalable rewards platform for a loyalty rewards provider. The platform needed to allow the client's customers to create reward schemes. SATVA Softech also built and tested an app.,5,,Clutch
1405,Wayne Gell,Company Director,Inter K9 Ltd,Other Industry,United Kingdom,1-10 Employees,Mobile App Development,"$10,000 to $49,999",July 2021 - May 2023,"Satva Softech built a mobile app for a dog training company. The solution allowed users to create training records, manage personal dog handler records, and easily search for dog trainers.",5,,Clutch
1406,Heather Syers-Wollen,Managing Director,Delego,Construction,United Kingdom,1-10 Employees,Web Development,Confidential,Jan. 2019 - Ongoing,"SATVA Softech has provided website development services for a marketing and bid services company. The team has built over 10 websites for the client's end customers, using the designs and instructions provided.",5,,Clutch
1407,Natasha Short,Continuous Improvement Coordinator,IMI Poole,Manufacturing,United Kingdom,201-500 Employees,"BI & Big Data Consulting & SI, ERP Consulting and SI",Confidential,Sep. 2024 - Mar. 2025,"Satva Softech upgraded an ERP system for a valve manufacturing company. The team was responsible for creating Power BI dashboards, decoding the client's historical SQL, and recreating historical reports.",4.5,,Clutch
1408,Julian Hall,CEO,Ultra Academy Ltd,Education,United Kingdom,1-10 Employees,Custom Software Development,"$10,000 to $49,999",Oct. 2019 - Feb. 2020,Satva Softech was hired by a startup technology platform to develop an educational app with chatbot capabilities.,5,,Clutch
1409,Daniel Shapiro,Managing Director,Porrima,Telecommunications,United Kingdom,1-10 Employees,Custom Software Development,"Less than $10,000",Jan. 2017 - June 2019,Satva Softech integrated a web-based application with a Microsoft Dynamics CRM.,5,,Clutch
1410,Manish Gokani,Chief Operating Officer,Currencies4You,Financial services,United Kingdom,11-50 Employees,Custom Software Development,"$10,000 to $49,999",Nov. 2017 - Feb. 2018,Satva Softech automated a company's back office functions.,5,,Clutch
1411,Priyanka Aggarwal,Founder & CEO,AURA FEM HEALTH,Healthcare,Singapore,1-10 Employees,"Custom Software Development, Mobile App Development, Web Development","$10,000 to $49,999",Aug. - Oct. 2025,"Bitsol Technologies developed a digital ecosystem for a healthtech firm's product. They built a consumer mobile app in Flutter, a practitioner SaaS platform in React, and a marketing website in Next.js.",5,,Clutch
1412,Mohammad Mansoor,Founder & CEO,Touch'd,Consumer Products,Pakistan,1-10 Employees,"Custom Software Development, Mobile App Development, UX/UI Design","$10,000 to $49,999",Mar. 2014 - Nov. 2015,A technology company hired Bitsol Technologies to stabilize and redesign their Android app using MySQL and PHP. The team also built the necessary frontend and backend services as per the client's requirements.,4.5,,Clutch
1413,Pavel Fedorov,Product Manager,Sulpak,Retail,Kazakhstan,1-10 Employees,"Custom Software Development, Mobile App Development, Web Development","$200,000 to $999,999",June 2017 - Ongoing,"Evinent GmbH provides custom software development services for a retail electronics company. They’ve developed a website, various mobile applications for iOS and Android, and API servers from scratch.",5,,Clutch
1414,Евгения Кучмар,BRM,Foxtrot,Retail,Ukraine,"1,001-5,000 Employees","E-Commerce Development, Mobile App Development, Web Design",Confidential,Jan. 2019 - Ongoing,"Evinent GmbH has developed a website and mobile app for an electronics and home appliances retailer. The team has conducted requirements analysis, developed functionalities, integrated systems, and tested both.",5,,Clutch
1415,Matthias Einig,CEO & Founder,Rencore,Software,Germany,11-50 Employees,Custom Software Development,"$200,000 to $999,999",Nov. 2017 - Ongoing,"Evinent GmbH developed custom software for a B2B software vendor. The team works on multiple development projects for the client, working in .NET, Microsoft Azure, AngularJS, and ASP.NET.",5,,Clutch
1416,Heinrich Serfontein,Director,FSI- FM Solutions Limited,Software,Australia,51-200 Employees,IT Strategy Consulting,"$50,000 to $199,999",Feb. - Oct. 2025,Sthenos Technologies provided IT strategy consulting and system integration services for an asset life cycle technology company. They conducted an audit of the client's systems and built a roadmap.,5,,Clutch
1417,Alison McCowan,Director,Novoplan,Software,Australia,11-50 Employees,Cloud Consulting & SI,"$50,000 to $199,999",Feb. - Oct. 2025,"Sthenos Technologies migrated a SaaS firm's systems to a stronger cloud environment. They reconfigured the servers, improved security policies, added monitoring tools, set automated backups, and trained staff.",5,,Clutch
1418,Andrew Whittam,CEO,2ic Software,Software,Australia,11-50 Employees,"Custom Software Development, Web Development","$10,000 to $49,999",Apr. 2025 - Ongoing,"Sthenos Technologies has developed web-based software for a pallet management software firm. They've also integrated real-time reporting features, automated manual tasks, migrated data, and conducted tests.",5,,Clutch
1419,Davidm Bennett,Founder,Powerflex Corporation,Software,Australia,1-10 Employees,Custom Software Development,"$50,000 to $199,999",Feb. - Sep. 2025,Sthenos Technologies provided custom software development services for a software company. The team built a custom web-based software platform to boost the client's operational efficiency.,5,,Clutch
1420,Raphael Dua,CEO & Owner,Micro Planning International Pty Ltd,Software,Australia,1-10 Employees,Mobile App Development,"$50,000 to $199,999",Oct. 2024 - Aug. 2025,"Sthenos Technologies redesigned and rebuilt a cross-platform mobile app for a software solutions company. The platform would help to modernize, speed up, and enable offline data collection.",5,,Clutch
1421,Peggy Byrne,Owner,Bowerbird Design Market,Design,Australia,1-10 Employees,"Mobile App Development, UX/UI Design","$10,000 to $49,999",Jan. - Sep. 2025,"Sthenos Technologies developed and designed a mobile app for a design company. The team integrated the client's REST API backend, implemented OAuth 2.0, and launched the app on Google Play and App Store.",5,,Clutch
1422,Matthew Cosier,Co-Founder,PortfolioCloud,Financial services,Australia,1-10 Employees,Custom Software Development,"$10,000 to $49,999",Mar. - Oct. 2025,An investment technology company hired Sthenos Technologies to improve their platform's data handling capabilities. The team rebuilt the client's core workflows and created a new reporting engine.,5,,Clutch
1423,Nicholas Chiselett,Director,2Bytes Pty Ltd,Information technology,Australia,11-50 Employees,IT Strategy Consulting,"$50,000 to $199,999",Feb. - Oct. 2025,Sthenos Technologies provided IT strategy consulting services for a design and manufacturing company. The team was responsible for analyzing the client's infrastructure and creating a detailed IT strategy.,5,,Clutch
1424,Paul Condon,Director,Situ Systems,Software,Australia,51-200 Employees,"Custom Software Development, IT Staff Augmentation","$50,000 to $199,999",Mar. 2025 - Ongoing,"Sthenos Technologies has been hired by a 3D visualization company to provide backend development support. The team handles testing, integrations, bug fixing, feature development, and codebase improvements.",5,,Clutch
1425,Cameron Hochhauser,Co-Owner,Werkomed Au,Healthcare,Australia,51-200 Employees,Cloud Consulting & SI,"$10,000 to $49,999",Feb. - Nov. 2025,"Sthenos Technologies migrated a medical equipment firm's outdated system to a modern cloud environment. They created a cloud migration plan, handled the entire migration process, and set up automated backups.",5,,Clutch
1426,Mark Ross,Director,Zappasoft,Information technology,Australia,1-10 Employees,Custom Software Development,"$50,000 to $199,999",Mar. - Oct. 2025,"Sthenos Technologies developed a custom software solution for a sports coaching book. The team created a platform with project tracking, client communication tools, automated reporting, and user role features.",5,,Clutch
1427,Nic Granleese,CEO,BowerBird,Software,Australia,1-10 Employees,E-Commerce Development,"$10,000 to $49,999",June 2025 - Ongoing,"Sthenos Technologies has been hired to develop a modern e-commerce website for a media platform. The team handles the development process, including UX/UI design, feature integrations, and mobile optimization.",5,,Clutch
1428,Jerry Le,Account Management,Esevel,Information technology,Singapore,11-50 Employees,IT Staff Augmentation,"$10,000 to $49,999",Feb. 2022 - Ongoing,"Black Piano provides IT staff augmentation services for an IT management solutions firm. They've sourced, onboarded, and managed the payroll of remote SEO specialists and software developers.",5,,Clutch
1429,Carlos Bravo,Digital Products & UX Manager,MONEX GRUPO FINANCIERO,Financial services,Mexico,11-50 Employees,"BI & Big Data Consulting & SI, Business Consulting","$50,000 to $199,999",Feb. - Aug. 2025,"Black Piano provided analytics and data management for a financial institution. The team developed an analytics measurement plan, built and customized Power BI dashboards, and integrated various platforms.",5,,Clutch
1430,Bernard Arriesgado,Employee,Keywords,Software,Philippines,51-200 Employees,"Custom Software Development, IT Managed Services, Web Development","$10,000 to $49,999",Apr. - June 2025,"White Cloak Technologies, Inc. was hired by a video game company to support their game development initiatives. The team was tasked with designing, developing, and optimizing the client's video game projects.",5,,Clutch
1431,Noah Ezekiel Batacan,Development Tester,Gaming Company,Gaming,Philippines,51-200 Employees,"Application Management & Support, Web Development",Confidential,Jan. - May 2025,"White Cloak Technologies, Inc. developed a web-based application for a gaming company. The app was designed to streamline and manage studio operations, including project management and internal communication.",4.5,,Clutch
1432,Nick Simbulan,Software Developer,Software Company,Software,Philippines,11-50 Employees,"Custom Software Development, Mobile App Development, Web Development",Confidential,Jan. - May 2025,"White Cloak Technologies, Inc. developed a warehouse management system for a software company. The team also built the API, frontend, and UI of the web and mobile apps for iOS and Android.",5,,Clutch
1433,Jay-R Corpuz,Multimedia Specialist,Philippine Constructors Association,Construction,Philippines,11-50 Employees,"Custom Software Development, Cybersecurity, IT Managed Services","$10,000 to $49,999",Jan. 2024 - Mar. 2025,"A construction company hired white Cloak Technologies, Inc. to develop advanced cybersecurity solutions. The goal was to protect sensitive data.",5,,Clutch
1434,Aingel Villanueva,Creative Drector,Project One Solution,Advertising & marketing,Philippines,"501-1,000 Employees","Content Marketing, Digital Strategy, Video Production","$10,000 to $49,999",Oct. 2024 - Mar. 2025,"White Cloak Technologies, Inc. produced videos for a TikTok shop. The team developed and supported live streaming features and set up customer support tools and systems.",5,,Clutch
1435,Leanne Manalanzan,Digital Marketing,Suyen Corporation,Advertising & marketing,Philippines,201-500 Employees,"Digital Asset Management, IT Managed Services, Web Development",Confidential,Jan. 2024 - Aug. 2025,"White Cloak Technologies, Inc. provided IT and digital marketing services for a lifestyle clothing retailer. The team developed and maintained digital platforms, mobile apps, e-commerce systems, and more.",5,,Clutch
1436,Kate Gibbons,Customer Service Lead,Laced,eCommerce,United Kingdom,51-200 Employees,Customer Service Outsourcing,Confidential,Apr. 2024 - Ongoing,Staffwiz LLC provided outsourced customer service agents for an e-commerce platform. The goal is to help with an email support channel.,5,,Clutch
1437,Niko Rockensüß,CEO,Mindfield Biosystems,Chemicals & Biotechnology,Germany,1-10 Employees,"Mobile App Development, UX/UI Design, Web Development","$10,000 to $49,999",Sep. 2021 - Ongoing,A medical engineering company hired CodeLions for development support. They provide a developer who helps with the continuous improvement of a mobile app using Ionic and Angular. They also work on a web app.,5,,Clutch
1438,Alberto Castellucchio,Founder,Tropea.life,"Arts, entertainment & music",Australia,1-10 Employees,Mobile App Development,"Less than $10,000",Oct. 2019 - Ongoing,"CodeLions developed new features and improved functionality for a skydiving app. In addition to creating new marketplace features, they fixed existing bugs and manages Google Ads.",5,,Clutch
1439,Lamberto Cesaroni,CEO,HuKnow - Interweb srl,Business services,Italy,1-10 Employees,Web Development,Confidential,Sep. 2022 - July 2024,"CodeLions overhauled an existing website for an expert services marketplace. This included reorganizing the code, fixing issues, and developing new tools and features.",5,,Clutch
1440,René Wegener,CTO,Lyncronize GmbH,IT Services,Germany,1-10 Employees,IT Staff Augmentation,Confidential,May 2021 - Ongoing,CodeLions has provided staff augmentation services for a B2B platform. The team is tasked with scaling up the client's frontend developers to manage different projects.,5,,Clutch
1441,Jason Kirschner,Director,Mad Software International,Information technology,Mauritius,1-10 Employees,"API Development, Custom Software Development, Mobile App Development","$200,000 to $999,999",May 2021 - Ongoing,ELGOSS PRIVATE LIMITED provides ongoing maintenance and support for a software development company's vehicle tracking system. They integrate new features and ensure seamless operations.,5,,Clutch
1442,Gautam Chebrolu,Co-Founder & CTO,Pilleve,Healthcare,District of Columbia,1-10 Employees,Web Development,"Less than $10,000",Oct. - Nov. 2020,GoGrow.dev provided website development for a digital health company. The team was hired to completely revamp the client's existing website and add new functional designs to make it more effecient.,5,,Clutch
1443,Erik Agrell,CTO,BBH Stockholm,IT Services,Sweden,11-50 Employees,Other IT Consulting and SI,"$10,000 to $49,999",Jan. 2018 - Ongoing,"Triangu provided DevOps consulting services for a Swedish growth-acceleration agency. They worked to construct the platform's central data intelligence system, allowing for a seamless user journey.",4.5,,Clutch
1444,Alexandra Suslich,Managing Director,ControlPay,Business services,Ukraine,201-500 Employees,Other IT Consulting and SI,"$10,000 to $49,999",Oct. 2018 - Feb. 2019,Triangu helped optimize business processes by combining a ticketing system and a Jira Service Desk Platform. This involved redesigning workflows and performing a Jira migration.,5,,Clutch
1445,Vyacheslav Shevchuk,CIO,Astarta-Kiev,Manufacturing,Ukraine,"10,001+ Employees",Other IT Consulting and SI,"Less than $10,000",July - Nov. 2018,Triangu migrated and implemented Atlassian Jira ITSM to automate business processes. They deployed ITIL v3 processes and scrum/agile methodologies.,5,,Clutch
1446,Nicolas Jallad,Head of Delivery,IDEMIA,IT Services,France,"10,001+ Employees",IT Staff Augmentation,Confidential,Jan. 2014 - Ongoing,"Triangu works closely with clients to finalize statements of work, gather specifications, and validate delivery of mobile financial services solutions. They also managed testing and invoicing.",4,,Clutch
1447,Alex Lazarchuk,Head of Engineering,Remit AB,IT Services,Ukraine,51-200 Employees,Other IT Consulting and SI,Confidential,Jan. 2015 - Ongoing,Triangu delivered a solution with continuous integration and continuous deployment (CI/CD). They currently assist with other DevOps development and are developing demo screens.,5,,Clutch
1448,Vaclav Hanzl,Chief Software Engineer,AI|ffinity,Chemicals & Biotechnology,Czech Republic,11-50 Employees,"UX/UI Design, Web Development","$10,000 to $49,999",Nov. - Dec. 2024,"ARTIN designed a web interface for a biotechnology company. The team created a user management system, job submission interface, job queue management, and result collection features.",5,,Clutch
1449,Henri Höse,Team Leader SW Engineering,Stadler Rail AG,Transportation,Switzerland,"10,001+ Employees","Custom Software Development, Enterprise App Modernization, Other IT Consulting and SI",Confidential,Nov. 2022 - Feb. 2025,ARTIN developed a Java- and React-based desktop app for a rail vehicle manufacturer. The app was designed for configuring diagnostic messages and managing warning systems during train commissioning.,4.5,,Clutch
1450,Ales Kneifel,Owner & Managing Director,ARP elektro group s. r. o.,Energy & natural resources,Czech Republic,11-50 Employees,"Custom Software Development, Mobile App Development, UX/UI Design","$200,000 to $999,999",Jan. 2024 - Ongoing,ARTIN provided mobile and web app development services for a photovoltaic solutions company. The team designed and developed an ecosystem of apps that help monitor and control photovoltaic power plants.,5,,Clutch
1451,Zdeněk Soukup,Area Product Owner,Y Soft,Other Industry,Czech Republic,201-500 Employees,"Custom Software Development, IT Staff Augmentation","$10,000,000 +",Oct. 2019 - Ongoing,ARTIN provides staff augmentation services for a Software company. The team provides engineers that offer continuous development for two main products. They've recently added DevOps and cloud capabilities.,5,,Clutch
1452,Kamil Řezníček,Engineering Manager,Kentico Software s.r.o,Software,Czech Republic,201-500 Employees,"Application Testing, Enterprise App Modernization, IT Staff Augmentation",Confidential,Sep. 2020 - Ongoing,"ARTIN provides developers from medior to principal levels for a CMS platform. The team has worked in e-commerce, cloud, content management, and digital experience teams.",5,,Clutch
1453,Marek Červák,Engineering Manager,Ataccama,Software,Czech Republic,"501-1,000 Employees",Custom Software Development,Confidential,June 2022 - May 2023,ARTIN provided custom software development services for a software company. The team developed two new microservices in Kotlin and integrated the frontend into the client's existing monorepo.,5,,Clutch
1454,Yuri Lima,Software Engineer Manager,Mosaico,Retail,Brazil,201-500 Employees,"Content Marketing, Search Engine Optimization",Confidential,Oct. 2021 - Jan. 2024,"Watermelon Tecnologia conducted an SEO strategy for a price comparison platform. The team implemented HTML tag corrections, built an internal linking framework, and used AI-driven content generation.",5,,Clutch
1455,Rodrigo Chiodi,Executive Manager,Banco PAN,Financial services,Brazil,"1,001-5,000 Employees",Search Engine Optimization,Confidential,Jan. 2024 - Ongoing,Watermelon Tecnologia provides SEO services for a retail bank. The team has optimized the client's website and blog content to improve their Google ranking and increase sales.,3.5,,Clutch
1456,Marcelo Barrosa,Founder,ahgas tecnologia,Software,Brazil,11-50 Employees,"Application Management & Support, Custom Software Development",Confidential,Jan. 2018 - Mar. 2025,Watermelon Tecnologia provided software development and maintenance services for a SaaS provider. The team built a software solution and implemented multiple features.,5,,Clutch
1457,Stephanie Wilkinson,Senior Director of Engineering,NAIS,Education,District of Columbia,11-50 Employees,"Application Testing, Custom Software Development, Web Development","$50,000 to $199,999",Sep. 2024 - Jan. 2025,"Byteminds provided web development services for a school association. Using the CMS, the team revamped the client's directory, replaced the Salesforce Lightining-based search, and revamped the user journey.",5,,Clutch
1458,Mark Bower,Executive Creative Director,Woven Agency Ltd,Advertising & marketing,United Kingdom,11-50 Employees,,"$50,000 to $199,999",Jan. 2021 - Ongoing,"Byteminds provides ongoing web development services for a brand engagement agency. They have launched several large sites, maintained the required level of front- and backend code quality, and managed apps.",5,,Clutch
1459,Jaco Coetzee,Managing Director,Lime Loans South Africa (pty) Ltd,Financial services,South Africa,11-50 Employees,Web Development,"$10,000 to $49,999",May - July 2016,ByteMinds developed an online loan service for a financial services company. They built the client's first online lending service from scratch.,5,,Clutch
1460,Mattias Hamberg,Head of Product,Magma Math,Software,Sweden,11-50 Employees,"Business Consulting, Recruiting","$50,000 to $199,999",Aug. 2022 - Ongoing,"Optiveum has helped a digital math platform set up a new tech department in Warsaw, Poland. Their work has included hiring developers, an accountant, and a lawyer, creating contracts, and finding an office.",5,,Clutch
1461,Maciej Majewski,Managing Director,QUERTUM PL,Software,Poland,51-200 Employees,"HR Consulting, IT Staff Augmentation, Recruiting","$10,000 to $49,999",Sep. - Nov. 2024,Optiveum provided recruiting services for a software development company. The team was tasked with finding .NET developers with a high level of expertise for the client's team.,5,,Clutch
1462,Loreto Boitano,Digital Transformation Director,Universidad Andrés Bello,Education,Chile,"1,001-5,000 Employees","AI Agents, AI Development, Application Management & Support",Confidential,Nov. 2023 - Ongoing,"BITLOGIC has integrated an AI-powered virtual academic assistant into a university's Canvas LMS. The team has also created a dashboard for interaction analysis, handled product updates, and provided support.",5,,Clutch
1463,Mario Agustín Moyano,CEO,Online Education Center & G-SE,Education,Argentina,11-50 Employees,"Custom Software Development, UX/UI Design","$200,000 to $999,999",Jan. 2018 - Ongoing,BITLOGIC has designed and developed a learning management system for an online education center. The team has also built the LMS's core infrastructure and implemented a new checkout process.,5,,Clutch
1464,Hugo Caligaris,Secretary of Technology,Education Institution,Education,Argentina,"501-1,000 Employees","Cloud Consulting & SI, Mobile App Development",Confidential,Jan. - Dec. 2024,BITLOGIC developed a mobile app for a private higher education institution. The team also created scripts for uploading academic content to AWS and developed APIs for accessing files on AWS S3.,4,,Clutch
1465,Daniel Anz,Founder & Director,F-Balance®,Education,Germany,1-10 Employees,"Search Engine Optimization, Web Development","Less than $10,000",Feb. - Dec. 2023,BITLOGIC improved and modernized the website of an equine podiatry education platform. The team also implemented SEO improvements to enhance the client's search engine rankings.,5,,Clutch
1466,Cristian Marucci,CEO,AvraDev,IT Services,Argentina,1-10 Employees,"Custom Software Development, IT Managed Services, IT Staff Augmentation","$10,000 to $49,999",Apr. - Oct. 2025,"Coorva provided a dedicated Ionic developer to support a software development company in developing, optimizing, and maintaining a hybrid mobile application.",5,,Clutch
1467,Michael Myers,Product & Engineering,XAPP AI,IT Services,District of Columbia,11-50 Employees,"Custom Software Development, IT Staff Augmentation, Web Development",Confidential,Sep. 2022 - Ongoing,A virtual assistant company has hired Cooorva to develop their web application and work on adjacent frontend development projects. The team works on building the platform and various widgets.,5,,Clutch
1468,Chaida Kapfunde,Senior Director,"Technology & Business Solutions, Media Co",Media,United Kingdom,51-200 Employees,"Custom Software Development, DevOps Managed Services, UX/UI Design",Confidential,Jan. 2021 - Ongoing,"Netfork provides data engineering and DevOps services for a media company. The team has built serverless data pipelines, automated the client's CI/CD pipelines, and focused on UX/UI design.",5,,Clutch
